sample_id,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
105,55.61,28.29,20.1,29.92,8.02,6.68,Normal
689,28.66,22.37,30.07,23.37,8.72,9.44,Caution
1488,19.6,5.11,125.65,33.51,5.58,2.76,Warning
827,668.74,448.33,28.68,23.12,8.79,9.04,Caution
1241,31.97,18.46,33.53,24.47,8.94,9.36,Caution
63,284.12,140.89,20.2,29.43,7.97,8.68,Normal
1306,762.2,372.16,42.64,31.08,8.89,4.04,Caution
853,689.47,336.69,48.62,30.16,6.07,9.43,Caution
1542,1317.23,728.27,138.09,32.33,9.42,11.29,Warning
1263,603.12,291.79,37.58,31.06,8.87,4.81,Caution
224,459.41,269.1,8.08,26.54,8.03,5.87,Normal
146,418.64,232.21,3.23,29.3,6.79,8.29,Normal
1089,24.99,13.99,48.12,31.85,8.53,9.42,Caution
374,423.15,196.19,15.26,26.05,7.81,8.92,Normal
1623,18.96,9.61,120.76,32.2,5.56,10.24,Warning
1143,47.54,24.01,35.53,30.99,8.64,10.0,Caution
2065,1.62,0.0,481.41,17.49,10.09,12.03,Severe
1855,5.45,4.86,201.57,35.65,5.26,0.62,Severe
1275,623.29,288.68,27.25,24.31,6.39,4.29,Caution
1266,23.54,9.29,45.91,23.36,8.85,9.86,Caution
1823,4835.62,2593.6,213.81,34.44,9.98,15.64,Severe
1574,10.89,0.19,124.97,22.23,9.4,11.42,Warning
10,182.12,103.03,16.89,26.17,8.21,5.23,Normal
450,197.38,131.77,15.76,25.99,6.99,5.9,Normal
709,913.13,459.37,42.89,23.06,8.8,4.73,Caution
256,253.63,124.15,21.22,26.68,6.79,8.95,Normal
883,764.12,454.1,38.81,23.64,6.29,9.11,Caution
390,455.5,219.62,3.36,28.44,6.76,8.78,Normal
1495,16.44,8.26,129.24,22.92,9.3,3.59,Warning
909,889.96,588.07,47.49,30.09,8.54,4.15,Caution
925,28.5,24.49,33.45,23.09,6.28,4.32,Caution
1939,2289.75,1407.79,426.28,37.61,5.26,1.36,Severe
1996,4038.5,1908.53,364.3,34.5,10.37,13.74,Severe
461,243.51,125.78,22.2,26.5,7.35,5.19,Normal
1443,1124.87,637.68,129.59,21.97,5.89,2.08,Warning
1936,2.41,0.0,462.98,19.78,9.82,12.71,Severe
1169,33.05,19.52,37.44,24.96,8.78,9.65,Caution
959,20.18,10.02,25.46,24.21,8.94,9.16,Caution
502,266.01,154.76,22.72,29.73,8.09,7.61,Normal
740,568.04,320.26,29.87,23.53,6.36,9.62,Caution
41,411.98,231.79,13.79,27.68,7.16,8.39,Normal
869,610.58,394.45,42.08,30.22,6.03,9.88,Caution
732,564.63,312.86,34.19,31.67,6.1,9.43,Caution
540,263.33,123.28,21.17,25.51,8.34,8.76,Normal
1202,48.08,23.25,27.04,23.63,6.44,4.74,Caution
1340,1004.45,491.57,70.57,22.11,5.79,3.01,Warning
698,49.06,21.9,49.19,24.36,8.89,9.07,Caution
1589,1795.17,989.53,100.08,32.37,9.42,10.84,Warning
1609,15.46,0.32,66.55,20.61,9.31,3.15,Warning
2023,3872.8,2281.03,236.65,37.08,5.0,1.5,Severe
1146,27.66,16.93,30.9,31.72,6.35,4.38,Caution
1032,926.45,564.94,47.69,31.7,8.56,9.15,Caution
373,189.29,99.75,14.17,28.05,6.82,8.16,Normal
668,32.81,10.45,43.29,31.2,8.91,9.36,Caution
1741,1103.92,711.74,103.17,21.3,5.9,10.39,Warning
358,59.12,24.83,6.99,25.18,8.36,7.49,Normal
968,33.7,16.67,26.92,31.27,8.72,4.52,Caution
784,799.89,479.3,48.97,31.34,6.33,9.53,Caution
736,42.0,17.85,45.12,24.3,6.32,9.77,Caution
1354,17.3,1.53,144.83,22.0,5.88,2.54,Warning
1036,821.22,460.78,30.67,23.93,8.78,4.84,Caution
971,651.17,362.11,47.64,31.2,8.97,4.68,Caution
1740,13.73,8.53,72.07,32.31,9.27,3.06,Warning
1877,4904.5,2942.53,472.23,18.71,5.29,1.66,Severe
2010,1.06,5.09,361.05,37.22,4.51,12.13,Severe
1802,3263.66,2113.18,478.62,35.88,5.1,1.16,Severe
1739,15.41,3.19,66.42,21.11,9.33,10.67,Warning
1329,13.76,9.05,72.35,32.71,9.38,3.53,Warning
1539,1531.45,984.69,123.62,33.12,9.43,3.78,Warning
2003,4717.68,2913.83,352.65,35.27,10.36,14.73,Severe
1426,1235.03,777.68,79.92,22.41,9.06,2.47,Warning
1869,4881.68,3105.23,459.15,35.94,4.94,15.95,Severe
1253,738.03,358.44,42.85,24.8,8.62,9.42,Caution
1928,7.26,9.97,575.34,36.69,5.31,1.05,Severe
1953,3452.29,2113.47,586.68,16.71,5.19,12.63,Severe
1237,537.07,252.58,47.16,23.24,8.83,9.69,Caution
886,667.19,407.09,31.02,24.2,8.56,4.15,Caution
80,382.74,171.28,20.22,28.57,7.85,8.09,Normal
1173,589.44,335.14,41.12,23.85,6.42,4.31,Caution
815,28.23,14.74,44.16,23.39,8.91,9.71,Caution
1462,12.62,6.95,113.75,32.3,9.28,3.26,Warning
672,23.85,17.84,30.24,23.13,6.05,9.94,Caution
1747,15.9,0.0,119.5,22.23,5.51,3.29,Warning
58,310.11,186.73,17.79,25.73,7.64,8.78,Normal
134,249.77,150.29,23.46,27.0,6.55,8.5,Normal
1141,541.78,326.93,25.45,30.26,8.51,9.31,Caution
934,962.7,522.1,38.0,31.85,6.12,4.61,Caution
1917,1.56,1.05,168.81,18.86,4.72,1.99,Severe
824,613.87,281.43,49.84,30.61,8.83,4.53,Caution
1433,1522.63,751.32,149.19,20.44,9.13,11.75,Warning
1556,1415.56,928.5,136.37,33.24,9.0,11.15,Warning
1215,25.23,2.13,29.14,24.32,6.06,4.65,Caution
505,251.87,158.75,20.88,29.75,7.94,7.68,Normal
2020,3.73,2.03,479.12,35.82,10.39,0.81,Severe
348,83.81,62.92,18.76,29.67,7.58,6.54,Normal
387,340.89,218.28,5.48,28.2,8.02,7.7,Normal
1025,743.34,437.64,28.65,31.32,8.88,9.29,Caution
1385,1394.44,893.28,119.27,22.42,9.07,10.16,Warning
895,573.29,264.0,45.11,30.64,8.79,4.99,Caution
829,652.3,379.83,36.26,30.58,6.43,9.32,Caution
2099,2227.49,1433.06,202.69,19.48,10.33,12.86,Severe
476,428.43,242.76,19.44,27.14,7.28,6.12,Normal
1677,17.4,9.12,126.7,33.96,5.72,10.85,Warning
1650,11.19,10.08,95.8,33.44,5.93,3.92,Warning
1593,10.56,7.83,139.33,33.34,5.55,3.34,Warning
653,788.67,372.73,42.99,24.75,6.48,9.86,Caution
173,68.18,34.25,17.94,27.67,6.57,8.97,Normal
1150,891.36,466.03,29.07,23.17,6.38,9.02,Caution
39,265.04,123.47,11.01,28.2,7.27,6.07,Normal
714,934.4,506.47,32.32,30.53,8.76,4.59,Caution
91,254.8,129.34,13.39,25.21,6.71,5.98,Normal
167,134.42,73.68,15.26,29.83,7.57,8.85,Normal
1206,22.83,5.66,41.68,24.34,8.91,4.16,Caution
876,48.43,16.7,47.55,23.21,8.66,9.14,Caution
1813,4206.36,2574.04,476.2,34.1,5.43,0.88,Severe
1908,9.06,6.63,155.2,16.09,9.85,14.25,Severe
2098,2528.14,1366.15,411.73,19.88,10.3,12.83,Severe
1094,37.84,14.81,26.02,23.22,8.78,4.89,Caution
1156,44.54,31.12,41.94,24.14,6.16,9.51,Caution
1325,16.2,5.82,71.5,22.77,9.08,11.75,Warning
1553,1927.42,967.83,130.23,22.69,5.98,10.55,Warning
1351,1520.05,809.07,77.37,33.56,9.36,3.17,Warning
511,346.44,179.6,14.43,28.43,7.74,8.62,Normal
500,468.4,269.96,2.03,28.06,6.82,6.06,Normal
1546,18.64,15.39,128.76,21.73,5.98,3.44,Warning
1983,6.21,3.51,356.06,34.74,4.73,12.09,Severe
339,300.42,177.64,13.29,27.52,6.95,8.96,Normal
1872,3047.57,1445.96,254.28,37.33,4.95,14.9,Severe
1189,39.59,17.3,42.93,30.85,8.98,9.8,Caution
29,335.29,161.82,3.54,29.62,7.07,5.1,Normal
1218,40.22,6.82,43.68,30.19,6.04,4.25,Caution
1509,15.98,9.3,137.48,20.3,9.28,2.74,Warning
795,33.94,18.49,49.43,30.95,8.92,4.39,Caution
946,34.54,30.3,34.32,31.79,8.84,4.16,Caution
1680,16.47,1.35,78.97,22.27,5.85,11.07,Warning
170,219.53,105.39,15.85,28.45,7.43,5.65,Normal
1602,10.27,5.35,60.3,32.34,5.74,2.04,Warning
1198,758.38,367.43,35.09,31.34,6.28,9.29,Caution
1254,31.79,7.47,27.3,31.99,6.06,4.19,Caution
1595,1751.54,816.07,143.78,20.21,9.09,2.65,Warning
913,881.96,455.13,42.75,31.44,6.48,4.36,Caution
492,91.01,48.3,22.02,25.89,7.72,8.53,Normal
954,716.96,324.94,42.0,30.64,8.88,4.41,Caution
1098,20.46,24.87,25.25,23.92,6.22,4.45,Caution
1033,29.41,10.48,48.15,31.24,8.96,9.05,Caution
588,315.67,154.95,13.16,27.83,8.3,5.78,Normal
751,30.48,9.5,42.74,23.32,8.76,4.09,Caution
658,718.88,412.48,33.6,23.29,8.93,4.15,Caution
235,200.1,99.53,8.94,28.18,7.51,6.63,Normal
733,931.58,419.11,25.01,24.9,8.63,9.76,Caution
2147,2694.87,1658.17,280.09,35.45,9.76,15.11,Severe
1858,9.24,7.52,397.79,16.97,5.01,15.61,Severe
1157,40.52,25.21,40.22,24.55,6.04,9.51,Caution
1893,3.34,5.01,363.77,35.33,4.78,1.67,Severe
1627,10.96,4.46,144.61,33.6,9.22,2.57,Warning
1997,8.2,10.85,435.04,37.25,5.37,15.81,Severe
935,22.19,8.64,34.78,24.99,8.98,4.94,Caution
1210,571.02,263.32,42.07,23.65,8.74,4.29,Caution
1066,892.36,414.37,42.52,30.34,6.3,9.73,Caution
109,490.65,290.46,10.05,26.02,6.7,7.97,Normal
1778,17.81,17.02,84.78,33.65,5.89,2.84,Warning
569,347.26,154.56,19.12,26.37,6.99,8.25,Normal
1168,882.14,413.02,35.19,30.94,8.89,4.6,Caution
1175,574.76,348.94,33.38,24.59,8.9,4.3,Caution
1508,1450.64,865.21,68.01,33.38,9.2,10.35,Warning
1493,1281.56,723.77,90.01,22.58,5.53,11.37,Warning
891,48.95,31.59,42.33,24.53,8.85,4.5,Caution
948,656.32,330.06,29.3,23.85,6.42,4.5,Caution
1049,36.28,7.07,38.16,24.9,8.78,9.3,Caution
1541,1712.51,865.92,96.76,33.5,9.49,10.37,Warning
1563,1474.75,895.93,73.78,33.71,9.14,11.23,Warning
1874,9.69,8.7,228.86,17.81,5.48,12.03,Severe
885,528.39,331.74,34.98,24.66,8.77,9.44,Caution
1903,2.49,0.0,598.68,37.43,5.09,12.78,Severe
2115,3141.79,1518.38,464.22,19.61,4.74,15.96,Severe
1750,1552.34,697.25,121.25,34.0,9.33,3.37,Warning
851,34.37,24.65,44.25,30.77,8.74,9.14,Caution
1408,13.55,4.3,113.7,33.34,9.26,11.31,Warning
735,722.52,371.09,29.73,30.66,6.13,9.96,Caution
718,507.22,283.87,28.89,24.09,8.72,9.08,Caution
455,144.59,74.57,8.42,26.24,7.28,8.44,Normal
265,220.38,109.54,10.24,25.16,7.05,6.12,Normal
76,379.59,214.59,11.56,28.91,8.43,8.47,Normal
1887,9.91,12.8,214.68,16.89,5.22,12.65,Severe
445,113.2,59.62,8.37,29.19,7.47,6.23,Normal
396,278.26,132.34,23.49,29.34,6.58,6.46,Normal
177,294.57,197.03,22.57,25.63,8.39,8.18,Normal
1043,963.99,536.94,36.96,30.67,8.59,4.46,Caution
1975,3436.75,1845.02,211.76,37.75,10.06,13.61,Severe
2037,7.45,14.3,473.19,36.12,10.48,1.03,Severe
1724,16.22,3.61,125.99,21.45,9.25,2.44,Warning
1573,1536.78,912.86,122.96,20.85,9.44,2.27,Warning
596,498.94,290.87,22.99,26.38,6.66,7.62,Normal
62,244.14,128.59,16.02,26.58,7.8,8.15,Normal
1297,754.57,426.0,27.91,24.85,6.22,9.36,Caution
873,46.64,25.2,32.48,30.74,8.72,9.82,Caution
1700,12.24,12.11,90.61,32.86,9.13,10.85,Warning
217,289.08,134.25,19.7,28.73,8.23,8.54,Normal
279,111.41,61.09,8.68,29.75,6.69,7.99,Normal
1549,1916.98,1093.96,68.5,21.03,9.17,3.38,Warning
1393,1058.7,623.4,112.54,33.92,9.3,10.0,Warning
37,429.61,273.44,22.66,25.26,8.17,8.7,Normal
1729,1625.48,1029.21,60.88,22.12,9.42,10.48,Warning
663,40.9,12.51,44.59,30.51,6.34,9.22,Caution
2053,5.17,6.71,329.54,19.3,4.94,14.02,Severe
1647,1757.89,840.4,110.96,33.93,9.17,10.99,Warning
978,23.39,18.02,31.91,23.98,6.02,9.15,Caution
1791,3480.43,1866.18,296.51,37.47,5.13,0.8,Severe
739,35.83,16.82,45.28,24.41,9.0,9.37,Caution
192,386.6,204.25,20.56,25.35,7.91,6.92,Normal
920,23.06,9.6,33.48,31.64,8.79,4.94,Caution
457,107.86,71.12,10.12,26.2,7.86,6.68,Normal
1418,12.6,3.0,95.11,22.72,5.83,10.51,Warning
676,596.37,319.41,28.64,23.65,6.27,4.11,Caution
761,973.39,486.72,38.36,31.3,8.6,4.02,Caution
2054,3041.33,1767.93,221.28,16.21,5.38,12.07,Severe
1824,2380.28,1252.45,465.28,15.57,4.74,0.6,Severe
729,38.78,12.37,33.94,23.1,8.96,4.18,Caution
1873,5.53,2.24,379.54,18.51,4.87,13.27,Severe
1400,1007.01,592.81,68.36,20.63,9.47,2.6,Warning
413,78.79,32.79,18.7,27.73,8.37,7.47,Normal
1099,555.36,334.34,42.74,24.45,8.77,9.98,Caution
1517,1283.66,771.68,111.57,32.68,9.32,10.24,Warning
1525,16.66,9.94,111.02,32.43,9.37,10.53,Warning
826,30.06,18.82,30.87,31.54,8.79,9.68,Caution
1707,18.91,14.18,114.97,21.5,9.21,2.55,Warning
617,152.52,70.45,18.8,28.92,7.69,7.62,Normal
115,93.64,50.9,21.3,25.69,6.64,6.22,Normal
418,210.34,118.72,14.45,25.19,6.73,6.32,Normal
2109,5.05,7.7,267.41,37.73,10.14,15.6,Severe
970,39.02,19.04,39.28,24.46,8.58,4.64,Caution
605,106.4,72.15,3.08,26.01,8.05,7.93,Normal
2113,3588.62,1548.05,160.34,36.13,5.12,12.25,Severe
90,280.73,115.7,11.39,25.51,7.62,7.61,Normal
849,47.06,23.97,38.67,23.78,6.33,9.64,Caution
1920,6.28,7.82,386.45,37.55,10.19,1.33,Severe
2112,2315.75,1252.16,220.04,19.54,5.03,0.93,Severe
754,41.41,26.47,46.83,30.76,6.23,9.43,Caution
499,292.28,159.05,5.42,26.79,7.93,8.41,Normal
1277,21.75,6.31,28.15,30.91,8.77,9.77,Caution
1326,1621.71,991.76,148.95,33.99,5.62,10.1,Warning
12,250.77,127.57,10.14,27.51,6.82,5.61,Normal
397,438.83,216.93,4.44,25.29,6.85,5.32,Normal
285,141.96,88.65,3.25,25.94,7.34,6.36,Normal
2030,5.61,4.78,432.63,37.12,9.87,0.52,Severe
1067,20.73,16.23,39.28,31.58,6.33,9.23,Caution
1192,30.91,28.81,43.92,30.92,8.98,9.21,Caution
1441,19.59,5.68,118.07,32.29,9.21,3.74,Warning
1601,11.98,7.98,66.97,20.72,9.43,10.14,Warning
1985,7.47,1.94,559.83,16.4,4.66,14.19,Severe
1451,1330.9,583.87,103.73,32.42,9.46,3.1,Warning
691,47.11,26.32,29.12,31.23,6.42,9.36,Caution
1856,8.46,0.0,303.6,34.52,5.27,12.04,Severe
1569,1383.29,667.69,73.85,20.75,9.39,2.93,Warning
2091,9.16,14.27,282.07,17.29,9.61,0.87,Severe
690,604.97,305.36,42.4,30.84,6.07,9.02,Caution
852,649.11,378.01,46.01,23.34,8.59,4.78,Caution
1499,1920.97,1017.54,65.57,32.16,9.23,3.68,Warning
160,211.4,113.72,10.81,25.52,6.89,8.46,Normal
896,41.56,21.32,43.53,24.39,8.84,4.6,Caution
1930,4474.3,1988.62,528.2,34.72,5.0,0.74,Severe
258,166.48,96.17,13.11,29.65,7.35,7.01,Normal
336,124.64,55.82,20.67,29.38,7.26,8.95,Normal
2093,4.4,0.95,160.18,37.56,10.13,14.02,Severe
1040,35.21,23.57,33.68,24.67,6.29,4.7,Caution
516,288.04,156.8,1.8,28.55,8.21,8.18,Normal
1349,17.55,6.28,113.1,33.48,9.2,11.84,Warning
1016,49.1,30.81,32.85,24.2,8.61,4.46,Caution
769,736.02,423.11,34.35,24.7,6.33,9.85,Caution
1987,3323.15,1824.78,411.32,17.53,4.65,14.42,Severe
762,891.43,384.71,27.0,24.38,6.1,9.34,Caution
1247,41.82,24.77,27.64,24.54,8.86,9.58,Caution
1204,876.49,504.45,41.43,30.63,6.16,9.08,Caution
1674,1994.44,1296.78,130.16,33.48,9.5,3.9,Warning
1124,679.74,347.49,35.03,31.56,6.17,4.25,Caution
522,271.96,164.74,2.94,25.52,8.11,5.54,Normal
23,450.86,261.45,22.44,29.96,7.37,8.57,Normal
357,236.68,121.03,3.97,27.63,7.33,6.27,Normal
1278,766.06,508.65,48.8,23.64,6.45,4.22,Caution
1313,15.1,8.65,137.58,33.42,5.76,2.13,Warning
1915,6.41,6.9,432.4,17.05,5.25,13.24,Severe
341,257.02,150.93,5.36,27.78,7.1,6.34,Normal
432,185.57,115.41,8.45,28.76,7.08,8.17,Normal
474,130.19,64.09,1.48,25.08,7.05,5.83,Normal
218,384.8,206.31,13.76,29.79,6.55,7.84,Normal
912,41.07,22.03,38.64,31.8,6.48,9.28,Caution
1228,707.52,279.78,27.66,24.92,8.52,9.61,Caution
1817,2.67,0.63,258.47,19.38,10.44,1.05,Severe
1012,818.27,397.74,49.87,24.84,6.04,9.79,Caution
958,899.62,430.37,42.72,31.55,6.41,9.84,Caution
94,159.12,100.65,12.52,29.21,8.06,6.04,Normal
1009,762.0,466.31,44.02,30.61,8.91,4.91,Caution
1071,41.02,24.78,35.1,24.86,8.98,9.4,Caution
1093,945.07,472.78,31.32,31.58,6.27,9.86,Caution
1806,2338.41,1096.3,501.56,15.03,10.24,12.98,Severe
1309,1390.0,664.48,51.25,20.91,9.19,3.86,Warning
697,957.03,564.26,34.52,31.79,8.84,9.95,Caution
2117,4809.87,2547.88,223.25,35.34,9.57,0.99,Severe
997,587.52,365.04,29.72,30.79,8.62,9.24,Caution
1459,1519.57,796.31,77.44,22.82,9.43,2.39,Warning
154,137.97,62.7,17.31,25.3,8.37,5.86,Normal
1100,979.48,634.31,45.8,23.02,8.56,4.99,Caution
2111,4921.32,3240.07,485.81,18.06,10.11,1.3,Severe
2153,2566.46,1539.9,435.9,17.85,9.99,14.9,Severe
790,724.73,371.53,34.84,24.68,8.82,9.74,Caution
581,462.39,219.09,11.91,27.87,6.71,5.62,Normal
1471,1695.87,1072.23,65.37,21.06,9.24,11.14,Warning
704,41.5,29.51,38.09,24.51,8.92,4.51,Caution
1213,32.76,24.44,42.53,31.42,6.04,9.96,Caution
1296,769.62,420.59,42.58,23.24,8.96,4.7,Caution
2122,2.61,0.0,216.5,37.1,5.18,0.96,Severe
1261,725.91,480.89,46.7,23.59,6.11,4.51,Caution
488,187.21,105.8,13.45,29.33,7.45,6.55,Normal
1625,1085.67,738.99,110.17,33.59,5.59,3.38,Warning
560,98.24,45.86,7.51,27.62,7.57,8.4,Normal
1142,43.54,24.52,35.65,23.53,6.09,4.62,Caution
1964,3120.8,1595.12,411.66,34.01,10.5,1.16,Severe
1120,22.97,12.02,42.06,30.61,6.47,4.47,Caution
802,22.39,14.69,30.54,31.98,6.45,9.72,Caution
513,439.33,234.53,8.63,28.84,7.5,6.07,Normal
634,402.77,254.07,10.99,25.26,7.33,8.73,Normal
1770,1753.56,849.86,146.4,32.09,5.92,11.12,Warning
1665,14.97,6.46,57.79,33.65,9.43,10.76,Warning
2035,3748.48,1837.97,590.38,37.7,5.44,12.24,Severe
1762,18.27,11.4,148.09,32.76,9.42,10.46,Warning
1151,509.58,311.81,37.01,24.31,6.03,4.95,Caution
791,44.19,30.39,38.57,23.78,6.21,4.28,Caution
117,473.69,285.96,3.9,28.8,7.31,8.09,Normal
1498,15.57,7.1,72.73,22.33,9.38,11.68,Warning
741,36.76,12.37,29.65,23.3,6.39,9.99,Caution
1925,9.5,3.74,449.22,36.0,4.86,15.48,Severe
1082,21.05,0.45,26.12,30.43,8.61,4.9,Caution
1628,12.28,0.0,104.09,33.18,9.26,3.87,Warning
831,36.75,26.69,43.37,24.45,6.43,4.76,Caution
120,291.46,138.87,11.43,27.59,8.05,6.96,Normal
657,32.21,15.41,33.2,24.28,8.67,9.4,Caution
1885,3.36,0.0,232.55,18.92,9.68,1.34,Severe
2108,3728.18,2074.71,563.66,16.83,9.53,1.32,Severe
636,60.26,29.87,15.75,29.31,8.16,7.25,Normal
370,308.23,165.1,5.4,27.71,7.01,6.28,Normal
269,94.05,52.59,7.62,29.0,8.04,7.41,Normal
656,647.27,335.73,29.6,30.67,8.81,9.01,Caution
936,27.49,21.87,43.99,31.67,6.07,9.69,Caution
823,41.59,26.97,48.68,23.02,6.09,4.06,Caution
867,695.64,378.53,26.14,24.54,6.39,9.17,Caution
47,120.93,71.76,4.55,26.35,8.03,6.46,Normal
1374,1681.29,823.03,65.24,32.32,5.94,3.23,Warning
1945,3016.98,1517.75,429.8,36.17,9.58,0.61,Severe
992,904.68,518.16,39.79,23.29,6.09,4.6,Caution
877,974.62,504.9,39.32,31.77,6.35,9.12,Caution
774,639.99,299.49,46.59,31.69,8.76,4.04,Caution
1220,35.86,30.53,36.56,30.93,8.82,9.24,Caution
1127,848.26,472.2,46.29,23.85,6.15,4.29,Caution
5,108.46,56.98,12.42,26.85,7.15,6.88,Normal
2031,3.37,3.3,186.09,15.49,9.79,15.39,Severe
1004,913.72,470.65,26.41,24.83,6.25,4.53,Caution
1899,5.11,0.0,556.54,16.08,4.73,1.03,Severe
1962,3016.19,1671.82,292.95,15.0,5.11,14.15,Severe
264,169.06,69.85,1.95,28.07,6.86,5.06,Normal
1789,2209.44,1245.82,470.18,34.74,5.29,1.77,Severe
613,350.57,186.53,23.09,26.62,8.38,8.26,Normal
444,133.0,85.83,24.36,28.56,7.53,7.02,Normal
1003,853.17,438.65,38.93,24.3,8.84,9.62,Caution
1078,978.34,507.6,47.29,24.33,8.9,9.89,Caution
838,24.07,12.71,41.48,30.39,8.86,4.21,Caution
2039,6.1,2.23,325.21,37.43,10.47,15.45,Severe
1991,3.09,6.97,191.69,18.91,4.54,1.77,Severe
305,266.62,121.62,14.72,25.8,8.5,5.81,Normal
1366,1504.61,793.05,109.95,22.3,9.01,2.2,Warning
1776,18.6,12.09,146.81,33.74,5.86,3.49,Warning
314,115.62,60.85,6.44,25.48,6.74,5.93,Normal
150,304.89,198.71,14.22,28.28,6.94,6.16,Normal
1149,21.57,15.2,29.28,30.69,8.93,4.66,Caution
1214,48.2,30.73,37.54,31.24,8.61,4.86,Caution
575,260.16,131.11,8.76,29.32,8.45,6.21,Normal
1722,15.74,12.19,65.55,20.59,9.24,10.18,Warning
1689,10.47,10.16,52.83,32.57,5.84,3.85,Warning
51,177.76,84.47,21.09,25.55,8.06,8.99,Normal
1771,10.95,4.22,136.43,33.59,9.23,10.08,Warning
727,21.15,13.5,28.35,23.86,6.25,4.85,Caution
834,33.09,9.35,42.25,24.95,8.5,4.92,Caution
1378,1022.19,502.17,100.76,33.78,9.48,3.53,Warning
1116,30.54,19.57,33.5,30.95,6.21,9.9,Caution
1167,46.24,25.28,37.76,31.06,8.85,4.87,Caution
471,482.82,290.38,3.04,28.52,7.48,5.31,Normal
972,27.81,14.64,34.81,23.01,6.25,9.64,Caution
654,43.55,12.83,38.87,24.97,8.98,4.38,Caution
400,365.57,206.28,19.98,25.55,6.63,5.38,Normal
512,283.36,172.6,8.72,28.56,6.69,7.91,Normal
321,295.34,184.59,15.88,27.79,6.53,8.0,Normal
20,176.56,105.77,16.83,27.77,6.78,5.43,Normal
685,28.61,23.55,41.29,31.2,6.03,9.71,Caution
36,307.05,134.37,10.99,25.91,6.59,5.95,Normal
903,570.49,352.71,35.27,31.24,8.59,9.51,Caution
2024,4510.15,1840.65,309.41,36.45,4.56,1.57,Severe
828,26.9,14.93,41.3,24.61,8.84,9.9,Caution
2047,9.94,2.06,474.99,35.34,9.56,15.31,Severe
408,418.91,242.45,12.6,28.21,7.69,7.84,Normal
921,25.97,2.89,29.49,31.72,8.52,4.53,Caution
538,404.54,227.29,21.49,25.02,8.14,7.48,Normal
759,659.43,373.96,28.33,30.26,6.14,9.2,Caution
1706,1313.06,697.52,138.56,21.02,5.7,11.04,Warning
2107,2474.0,1442.6,219.66,15.67,9.88,12.57,Severe
1063,39.12,15.41,37.33,24.55,6.26,9.72,Caution
1200,727.86,427.22,38.82,31.06,6.13,9.86,Caution
246,379.91,171.18,9.86,27.55,7.44,6.25,Normal
1417,1196.52,692.87,52.23,32.59,9.09,10.66,Warning
1128,40.14,12.39,46.1,24.49,6.09,4.47,Caution
785,738.5,498.45,29.81,23.27,6.44,9.26,Caution
2015,2826.24,1584.92,547.18,15.76,9.69,1.24,Severe
490,313.75,155.06,13.24,25.69,8.16,8.64,Normal
155,437.13,220.56,8.69,27.11,6.91,5.7,Normal
1663,19.43,8.87,113.37,32.0,5.91,10.33,Warning
962,821.03,415.99,25.95,24.64,6.07,9.69,Caution
1687,16.24,3.28,64.09,33.77,5.63,3.92,Warning
854,20.43,4.39,30.4,23.26,6.39,9.03,Caution
1312,14.28,6.93,84.32,22.02,9.4,3.73,Warning
626,445.6,275.88,16.11,27.19,7.7,8.68,Normal
686,39.25,15.02,40.36,24.21,8.72,9.07,Caution
1781,1081.11,619.58,112.88,33.66,9.47,2.47,Warning
570,213.89,100.65,21.37,26.52,7.65,8.51,Normal
566,63.33,29.94,24.75,25.71,8.23,6.46,Normal
1759,11.65,13.48,118.99,32.86,5.88,2.28,Warning
18,269.0,166.18,12.78,27.41,8.42,8.13,Normal
128,347.0,234.36,8.26,28.75,8.28,8.97,Normal
1347,16.36,12.09,82.93,32.94,5.64,10.36,Warning
1280,37.75,24.76,45.78,31.58,6.26,4.04,Caution
2137,5.8,0.0,375.95,36.47,9.99,1.43,Severe
928,769.82,484.08,26.89,30.79,6.49,4.96,Caution
981,35.93,18.65,34.46,31.98,8.96,9.13,Caution
253,288.7,132.32,15.24,26.97,7.41,8.24,Normal
191,173.04,79.16,8.4,26.79,6.85,6.91,Normal
1140,43.46,24.12,41.8,31.01,6.46,4.58,Caution
993,48.7,17.95,31.33,23.27,6.07,9.55,Caution
700,937.92,542.51,31.07,31.23,6.21,4.35,Caution
1886,7.23,0.0,492.36,17.45,5.37,1.29,Severe
607,335.9,179.57,11.4,26.47,6.73,5.95,Normal
181,140.84,72.94,20.21,29.56,7.64,7.15,Normal
302,105.73,71.73,5.75,27.64,6.97,5.27,Normal
497,495.7,323.37,24.91,25.36,7.24,5.88,Normal
1941,1.48,3.74,387.79,36.1,10.3,1.59,Severe
1947,3.27,1.26,280.52,36.95,4.91,15.96,Severe
1891,2.87,4.29,169.16,35.66,4.77,13.11,Severe
2011,3783.79,1839.17,540.28,37.83,4.67,15.94,Severe
1865,2282.39,1293.53,567.07,34.0,9.93,1.44,Severe
518,81.99,41.2,11.82,27.9,7.45,5.03,Normal
1397,1415.28,689.28,59.76,33.49,5.68,2.68,Warning
1070,48.97,26.78,49.89,23.53,8.68,9.83,Caution
477,197.53,116.71,23.45,28.61,6.56,7.18,Normal
158,309.59,142.91,20.35,27.01,6.59,6.3,Normal
1244,35.6,21.11,36.76,31.98,6.18,4.53,Caution
1196,44.84,26.12,33.74,31.43,6.45,9.56,Caution
17,311.48,175.59,9.32,27.94,6.71,5.68,Normal
