sample_id,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,真实标签,预测标签,概率_Caution,概率_Normal,概率_Severe,概率_Warning
2062,3059.82,1796.86,332.97,36.75,9.98,12.04,Severe,Severe,0.0,0.0,0.985,0.015
912,41.07,22.03,38.64,31.8,6.48,9.28,Caution,Caution,1.0,0.0,0.0,0.0
553,156.33,80.54,8.11,27.88,7.24,7.27,Normal,Normal,0.0,1.0,0.0,0.0
1046,45.81,19.49,39.03,30.68,6.35,9.36,Caution,Caution,1.0,0.0,0.0,0.0
2124,4721.02,3151.01,204.05,15.44,5.05,0.66,Severe,Severe,0.0,0.0,1.0,0.0
2137,5.8,0.0,375.95,36.47,9.99,1.43,Severe,Severe,0.0,0.0,1.0,0.0
2091,9.16,14.27,282.07,17.29,9.61,0.87,Severe,Severe,0.0,0.0,1.0,0.0
447,267.9,139.16,19.7,29.58,7.94,8.2,Normal,Normal,0.0,1.0,0.0,0.0
470,482.57,300.21,17.34,28.31,7.17,7.52,Normal,Normal,0.005,0.995,0.0,0.0
833,36.36,15.86,43.39,31.44,6.21,9.53,Caution,Caution,1.0,0.0,0.0,0.0
1397,1415.28,689.28,59.76,33.49,5.68,2.68,Warning,Warning,0.0,0.0,0.0,1.0
974,34.73,17.19,39.1,30.24,8.97,9.34,Caution,Caution,1.0,0.0,0.0,0.0
267,452.98,280.42,11.42,28.87,7.13,8.06,Normal,Normal,0.0,1.0,0.0,0.0
1139,527.09,341.52,34.91,24.87,8.84,9.57,Caution,Caution,1.0,0.0,0.0,0.0
697,957.03,564.26,34.52,31.79,8.84,9.95,Caution,Caution,1.0,0.0,0.0,0.0
216,228.4,97.24,23.68,26.74,6.61,8.46,Normal,Normal,0.0,1.0,0.0,0.0
1769,1013.98,538.26,141.25,33.24,9.18,10.09,Warning,Warning,0.045,0.0,0.0,0.955
946,34.54,30.3,34.32,31.79,8.84,4.16,Caution,Caution,1.0,0.0,0.0,0.0
615,333.96,187.14,4.69,28.15,8.02,8.15,Normal,Normal,0.0,1.0,0.0,0.0
1406,1412.77,741.2,92.03,22.48,5.5,2.0,Warning,Warning,0.0,0.0,0.175,0.825
1858,9.24,7.52,397.79,16.97,5.01,15.61,Severe,Severe,0.0,0.0,1.0,0.0
1817,2.67,0.63,258.47,19.38,10.44,1.05,Severe,Severe,0.0,0.0,1.0,0.0
1652,1390.4,610.64,118.68,22.14,5.74,11.78,Warning,Warning,0.0,0.0,0.0,1.0
942,21.1,5.79,38.6,31.84,8.6,9.87,Caution,Caution,0.995,0.0,0.0,0.005
650,33.82,16.11,41.33,30.28,6.22,9.29,Caution,Caution,1.0,0.0,0.0,0.0
399,342.23,182.88,23.28,28.81,8.36,8.69,Normal,Normal,0.0,1.0,0.0,0.0
1108,35.74,17.14,47.68,30.79,8.79,9.96,Caution,Caution,1.0,0.0,0.0,0.0
30,260.32,124.35,19.83,27.98,8.43,8.73,Normal,Normal,0.0,1.0,0.0,0.0
1494,19.58,24.44,134.75,33.17,5.97,3.8,Warning,Warning,0.0,0.0,0.0,1.0
2025,5.1,2.27,511.14,16.29,4.62,15.66,Severe,Severe,0.0,0.0,1.0,0.0
1714,14.51,5.68,60.46,32.45,9.15,11.66,Warning,Warning,0.0,0.0,0.0,1.0
1649,1510.7,765.78,88.65,22.12,9.03,10.6,Warning,Warning,0.0,0.0,0.0,1.0
1631,1508.5,955.98,80.85,32.01,9.18,11.9,Warning,Warning,0.045,0.0,0.0,0.955
7,404.12,236.26,16.96,25.7,7.86,5.8,Normal,Normal,0.0,1.0,0.0,0.0
783,22.16,10.73,25.64,24.64,6.01,9.34,Caution,Caution,0.99,0.0,0.0,0.01
495,284.85,139.57,5.73,25.72,7.36,8.82,Normal,Normal,0.0,1.0,0.0,0.0
795,33.94,18.49,49.43,30.95,8.92,4.39,Caution,Caution,1.0,0.0,0.0,0.0
1763,1312.31,681.93,138.58,21.42,9.08,2.35,Warning,Warning,0.0,0.0,0.0,1.0
182,247.03,128.77,23.7,26.74,8.4,5.36,Normal,Normal,0.0,1.0,0.0,0.0
1435,18.19,9.48,86.85,32.25,9.12,2.27,Warning,Warning,0.0,0.0,0.0,1.0
86,388.38,196.24,13.98,26.72,7.77,6.68,Normal,Normal,0.0,1.0,0.0,0.0
1060,570.09,324.67,26.43,31.28,8.51,4.52,Caution,Caution,0.99,0.01,0.0,0.0
1544,12.52,8.56,114.6,32.22,9.31,3.99,Warning,Warning,0.055,0.0,0.0,0.945
77,387.49,174.04,9.32,29.92,8.44,6.15,Normal,Normal,0.0,1.0,0.0,0.0
