id,Depth(m),Temperatur(degrees C),Salinity,Oxygen(umol/kg),pH,DO_mgL,QualityLevel
1317,900.06,4.7833,34.3522,71.65,7.4409,2.2928,0
1318,1002.912,4.0218,34.6166,68.56,7.4285,2.19392,0
1319,1201.157,3.2181,34.4816,75.16,7.4442,2.40512,0
1320,1401.484,2.6021,34.6166,80.82,7.4476,2.58624,0
1321,1601.522,2.3348,34.5603,91.39,7.4665,2.92448,0
1322,1800.386,2.1437,34.6166,101.41,7.4858,3.24512,1
1323,2002.312,2.0215,34.6171,114.95,7.5132,3.6784,1
1324,2249.855,1.8682,34.6166,123.71,7.5298,3.95872,1
1325,2500.94,1.7666,34.6468,130.44,7.5411,4.17408,1
1326,2751.93,1.6812,34.6557,136.7,7.551,4.3744,1
1327,3001.062,1.6282,34.6641,141.16,7.5583,4.51712,1
1328,3250.789,1.5939,34.6166,144.8,7.5658,4.6336,1
1329,3501.306,1.582,34.6681,147.1,7.5687,4.7072,1
1330,3749.488,1.5829,34.6737,149.58,7.5748,4.78656,1
1331,4000.609,1.5888,34.674,150.19,7.5728,4.80608,1
1332,4501.029,1.6197,34.6793,153.06,7.5769,4.89792,1
1333,4999.072,1.6683,34.6806,154.56,7.5803,4.94592,1
1334,5251.029,1.6981,34.6816,154.89,7.581,4.95648,1
1335,5499.51,1.7293,34.6818,155.1,7.5803,4.9632,1
1336,5749.56,1.7638,34.6821,155.62,7.5816,4.97984,1
1337,6000.885,1.7994,34.6814,155.61,7.5807,4.97952,1
1338,0,28.8661,34.3828,198.73,8.0835,6.35936,2
1339,10.731,28.6674,34.3754,199.46,8.0803,6.38272,2
1340,25.633,27.0379,34.5878,207.75,8.0781,6.648,2
1341,49.773,25.3389,34.6166,207.22,8.0637,6.63104,2
1342,74.307,23.9486,34.8302,201.73,8.043,6.45536,3
1343,98.839,23.1872,34.6166,195.88,8.0213,6.26816,3
1344,123.764,22.4667,34.8945,192.03,8.002,6.14496,3
1345,150.176,21.4862,34.6166,190.36,7.9826,6.09152,3
1346,199.317,19.679,34.88,189.69,7.9516,6.07008,3
1347,250.034,18.2277,34.6166,193.88,7.9346,6.20416,3
1348,299.747,16.8932,34.7354,193.91,7.9041,6.20512,2
1349,400.425,14.5557,34.5358,185.95,7.8397,5.9504,2
1350,500.459,11.2102,34.3004,166.75,7.721,5.336,2
1351,601.535,8.6193,34.6166,135.08,7.6049,4.32256,1
1352,700.878,6.6425,34.1802,101.27,7.5038,3.24064,1
1353,800.272,5.444,34.6166,77.09,7.4456,2.46688,0
1354,898.729,4.6083,34.2826,66.16,7.4142,2.11712,0
1355,1000.402,4.068,34.3785,64.84,7.4212,2.07488,0
1356,1201.032,3.2995,34.481,74.38,7.4433,2.38016,0
1357,1401.47,2.8047,34.5285,83.6,7.4605,2.6752,0
1358,1600.534,2.45,34.5639,93.31,7.4734,2.98592,0
1359,1601.224,2.4479,34.5636,93,7.4731,2.976,0
1360,1800.396,2.1859,34.5887,103.01,7.4889,3.29632,1
1361,2001.842,2.004,34.6141,113.61,7.5119,3.63552,1
1362,0,27.8835,34.2148,202.61,8.0742,6.48352,2
1363,10.331,27.3595,34.2244,204,8.0797,6.528,2
1364,24.238,24.8196,34.5406,214.28,8.0548,6.85696,2
1365,24.437,24.8119,34.5408,214.21,8.0593,6.85472,2
1366,49.467,23.2265,34.6166,218.02,8.0549,6.97664,3
1367,73.699,22.4581,34.7588,215.02,8.0415,6.88064,3
1368,99.418,22.0752,34.6166,210.25,8.0315,6.728,3
1369,125.034,21.6206,34.8044,208.8,8.0186,6.6816,3
1370,148.463,21.279,34.6166,207.44,8.0111,6.63808,3
1371,202.955,20.4063,34.8291,196.99,7.9841,6.30368,3
1372,249.496,19.283,34.6166,193.4,7.9563,6.1888,3
1373,299.795,17.0815,34.7283,189.03,7.9053,6.04896,2
1374,402.34,13.1949,34.4653,170.19,7.7828,5.44608,2
1375,483.427,11.7471,34.4015,158,7.7297,5.056,2
1376,483.824,11.7227,34.6166,157.24,7.73,5.03168,2
1377,0,27.865,34.2288,190.9,8.0824,6.1088,2
1378,9.834,27.8531,34.2352,201.94,8.0779,6.46208,2
1379,20.363,26.2166,34.6166,208.36,8.0715,6.66752,2
1380,31.587,24.1607,34.6166,218.67,8.0588,6.99744,2
1381,49.961,23.2341,34.6186,220.34,8.05,7.05088,3
1382,75.186,22.6749,34.7223,217.65,8.0395,6.9648,3
1383,75.285,22.6738,34.7231,217.13,8.0434,6.94816,3
1384,100.01,21.6591,34.798,210.39,8.0323,6.73248,3
1385,124.533,21.346,34.6166,206.59,8.0137,6.61088,3
1386,149.649,20.9239,34.6166,203.21,8.0026,6.50272,3
1387,202.948,19.7573,34.8471,192.52,7.9665,6.16064,3
1388,251.173,18.9024,34.6166,192.51,7.9501,6.16032,3
1389,300.181,17.6744,34.7854,195.58,7.9265,6.25856,2
1390,402.523,15.046,34.6166,183.88,7.8512,5.88416,2
1391,499.365,11.7902,34.3502,166.55,7.7423,5.3296,2
1392,597.646,9.3982,34.6166,133.29,7.6357,4.26528,1
1393,703.901,7.5426,34.3282,109.15,7.5604,3.4928,1
1394,706.574,7.5347,34.3294,109.25,7.5631,3.496,1
1395,797.831,6.7693,34.6166,99.1,7.5254,3.1712,1
1396,898.939,6.3193,34.3362,93.69,7.5072,2.99808,0
1397,999.602,5.9061,34.6166,190.9,7.9316,6.1088,2
1398,1000.294,5.9038,34.3342,88.45,7.4907,2.8304,0
1399,1033.706,5.8304,34.3349,87.46,7.485,2.79872,0
1400,0,28.6282,34.298,197.43,8.0836,6.31776,2
1401,9.34,28.5772,34.3011,198.24,8.0836,6.34368,2
1402,24.84,27.8088,34.3308,201.1,8.0811,6.4352,2
1403,48.87,26.3694,34.4307,206.25,8.0777,6.6,2
1404,74,24.0525,34.7757,220.73,8.0634,7.06336,2
1405,98.93,23.0455,34.8416,212.8,8.0438,6.8096,3
1406,124.55,21.6378,34.8186,213.08,8.0287,6.81856,3
1407,150.36,20.61,34.8483,196.31,7.9892,6.28192,3
1408,150.46,20.6115,34.8477,196.58,7.9896,6.29056,3
1409,203.07,18.4959,34.8072,193.48,7.9498,6.19136,3
1410,249.81,17.4384,34.7602,198.25,7.9325,6.344,2
1411,299.12,16.5959,34.7042,193.77,7.9063,6.20064,2
1412,398.5,13.3274,34.4476,179.52,7.8035,5.74464,2
1413,433.7,12.8438,34.4193,176.08,7.7882,5.63456,2
1414,434,12.8424,34.4202,176.5,7.7912,5.648,2
1415,0,28.7435,34.2517,196.3,8.0848,6.2816,2
1416,9.74,28.3758,34.2376,198.89,8.078,6.36448,2
1417,24.54,28.1021,34.3207,199.59,8.0814,6.38688,2
1418,49.47,24.7807,34.7766,221.72,8.0685,7.09504,2
1419,74.7,23.2432,34.8235,220.83,8.0533,7.06656,3
1420,99.92,21.9513,34.8141,214.94,8.0364,6.87808,3
1421,124.15,21.1425,34.8217,202.43,8.0069,6.47776,3
1422,149.47,20.7157,34.9219,185.36,7.9682,5.93152,3
1423,199.8,18.8194,34.8372,187.88,7.938,6.01216,3
1424,248.62,17.5042,34.7662,193.83,7.9211,6.20256,2
1425,280.57,16.7778,34.7196,192.27,7.9083,6.15264,2
1426,370.84,14.4644,34.5356,185.23,7.8414,5.92736,2
1427,371.93,14.461,34.5357,185.08,7.8413,5.92256,2
1428,470.38,11.4575,34.3155,173.38,7.7479,5.54816,2
1429,570.57,9.0857,34.1971,141.38,7.6362,4.52416,1
1430,670.91,6.6608,34.1848,103.57,7.5185,3.31424,1
1431,769.22,5.7685,34.2187,87.15,7.4779,2.7888,0
1432,870.85,4.9132,34.3135,73.38,7.4483,2.34816,0
1433,969.07,4.3429,34.3895,72.9,7.4535,2.3328,0
1434,1131.47,3.4453,34.4594,72.6,7.451,2.3232,0
1435,1330.08,2.8252,34.4948,72.94,7.4393,2.33408,0
1436,1529.99,2.4629,34.5412,85.48,7.4659,2.73536,0
1437,1729.4,2.1774,34.5801,99.76,7.4911,3.19232,1
1438,1929.82,1.962,34.612,113.78,7.5207,3.64096,1
1439,2052.14,1.931,34.6188,116.97,7.529,3.74304,1
1440,0,28.91,34.3837,195.98,8.082,6.27136,2
1441,9.54,28.9289,34.3773,196.4,8.0827,6.2848,2
1442,49.37,27.1491,34.3871,203.07,8.081,6.49824,2
1443,99.13,22.4138,34.8424,213.82,8.0359,6.84224,3
1444,150.07,20.5647,34.8578,194.68,7.9849,6.22976,3
1445,201.39,18.903,34.8156,191.82,7.9506,6.13824,3
1446,248.03,17.7618,34.7796,191.3,7.9253,6.1216,2
1447,329.69,15.6876,34.6226,191.15,7.8766,6.1168,2
1448,430.54,13.3174,34.4394,178.62,7.8022,5.71584,2
1449,529.76,10.1617,34.2343,158.75,7.687,5.08,2
1450,632.7,7.6242,34.1292,132.83,7.5806,4.25056,1
1451,732.52,6.0259,34.1478,96.46,7.4844,3.08672,1
1452,831.99,5.1254,34.2333,72.99,7.4369,2.33568,0
1453,932.21,4.427,34.3021,63.15,7.4168,2.0208,0
1454,1073.1,3.6041,34.3968,61.27,7.4194,1.96064,0
1455,1271.67,3.0043,34.471,70.49,7.4386,2.25568,0
1456,1473.02,2.5915,34.5241,80.47,7.4571,2.57504,0
1457,1671.71,2.3031,34.5653,93.45,7.4823,2.9904,0
1458,1872.67,2.1014,34.5944,106.02,7.5054,3.39264,1
1459,2071.18,1.953,34.6188,116.98,7.5275,3.74336,1
1460,2269.71,1.8369,34.6358,125.52,7.5437,4.01664,1
1461,2469.62,1.7753,34.6451,130.74,7.5515,4.18368,1
1462,2669.15,1.7038,34.6533,135.1,7.5586,4.3232,1
1463,2870.35,1.6591,34.659,138.78,7.5653,4.44096,1
1464,3078.82,1.6185,34.6589,140.93,7.5681,4.50976,1
1465,3330.12,1.5947,34.669,146.61,7.5765,4.69152,1
1466,3579.76,1.58,34.6728,148.65,7.5822,4.7568,1
1467,3828.93,1.578,34.6719,150.27,7.5843,4.80864,1
1468,4078.2,1.589,34.6782,152.34,7.5842,4.87488,1
1469,4326.81,1.6033,34.6788,153.66,7.5869,4.91712,1
1470,4579.23,1.6249,34.6801,154.4,7.5897,4.9408,1
1471,4827.28,1.6492,34.6798,154.86,7.5894,4.95552,1
1472,5077.68,1.6764,34.6804,155.57,7.5905,4.97824,1
1473,5327.32,1.7069,34.6811,155.41,7.5894,4.97312,1
1474,5577.85,1.7406,34.6811,155.65,7.5935,4.9808,1
1475,5828.01,1.776,34.6808,155.49,7.5933,4.97568,1
1476,6000.1,1.8004,34.6819,155.99,7.5918,4.99168,1
1477,0,29.2584,34.3926,192.85,8.0896,6.1712,2
1478,10.53,29.26,34.3506,194.49,8.0894,6.22368,2
1479,25.04,28.6289,34.4023,197.53,8.0903,6.32096,2
1480,49.67,25.8718,34.6167,216.49,8.0788,6.92768,2
1481,74.31,24.0605,34.846,198.99,8.042,6.36768,2
1482,99.93,22.0801,34.8347,220.29,8.0452,7.04928,3
1483,125.45,21.2203,34.8113,216.04,8.0336,6.91328,3
1484,153.75,20.6868,34.8101,209.31,8.021,6.69792,3
1485,205.76,19.9478,34.8179,202.59,7.9909,6.48288,3
1486,252.51,18.81,34.8105,193.94,7.9556,6.20608,3
1487,300.04,17.4849,34.7607,197.48,7.9336,6.31936,2
1488,401.51,15.1943,34.5976,189.89,7.8693,6.07648,2
1489,502.82,11.5505,34.3119,171.95,7.7466,5.5024,2
1490,602.01,9.0201,34.1789,152.3,7.6512,4.8736,1
1491,701.85,7.158,34.1808,111.91,7.5433,3.58112,1
1492,802.43,5.3871,34.1737,83.05,7.4538,2.6576,0
1493,902.37,4.4074,34.2737,61.31,7.4106,1.96192,0
1494,1003.64,3.9915,34.4678,175.86,7.7959,5.62752,2
1495,1004.92,3.9856,34.3469,58.71,7.4136,1.87872,0
1496,1203.37,3.2035,34.4455,64.13,7.4312,2.05216,0
1497,1398.18,2.7546,34.5111,77.61,7.456,2.48352,0
1498,1599.11,2.4309,34.5518,89.84,7.4744,2.87488,0
1499,1797.99,2.1999,34.5831,101.45,7.4982,3.2464,1
1500,2006.12,2.0154,34.6021,111.98,7.5188,3.58336,1
1501,2199.11,1.8701,34.6288,121.91,7.5377,3.90112,1
1502,2396.44,1.7754,34.643,129.31,7.5496,4.13792,1
1503,2599.38,1.6971,34.6523,134.73,7.5596,4.31136,1
1504,2799.68,1.6388,34.6604,139.4,7.5667,4.4608,1
1505,2799.78,1.6387,34.6521,137.99,7.5654,4.41568,1
1506,2999.21,1.6037,34.6646,142.72,7.5741,4.56704,1
1507,3252.47,1.568,34.6712,146.98,7.5796,4.70336,1
1508,3501.23,1.5575,34.6728,148.98,7.5813,4.76736,1
1509,3698.07,1.55,34.6759,151.32,7.5839,4.84224,1
1510,3698.75,1.55,34.6771,151.64,7.5852,4.85248,1
